common,tax,order,family,tribe,genus,species,taxon,location,ecosystem,country
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Garamba NP,GMBA,DR Congo
Ugandan kob,Kobus kob,Artiodactyla,Bovidae,Reduncini,Kobus,kob,Reduncini,Garamba NP,GMBA,DR Congo
sitatunga,Tragelaphus spekei,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,spekei,Tragelaphini,Garamba NP,GMBA,DR Congo
Cape buffalo ,Syncerus caffer,Artiodactyla,Bovidae,Bovini,Syncerus,caffer,Bovini,Ituri,ITRI,DR Congo
bay duiker,Cephalophus dorsalis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,dorsalis,Cephalophini,Ituri,ITRI,DR Congo
bay duiker,Cephalophus dorsalis,Artiodactyla,Bovidae,Cephalophini,Cephalophus,dorsalis,Cephalophini,Ituri,ITRI,DR Congo
white bellied duiker,Cephalophus leucogaster,Artiodactyla,Bovidae,Cephalophini,Cephalophus,leucogaster,Cephalophini,Ituri,ITRI,DR Congo
black-fronted duiker,Cephalophus nigrifrons,Artiodactyla,Bovidae,Cephalophini,Cephalophus,nigrifrons,Cephalophini,Ituri,ITRI,DR Congo
yellow-backed duiker,Cephalophus sylvicultor,Artiodactyla,Bovidae,Cephalophini,Cephalophus,sylvicultor,Cephalophini,Ituri,ITRI,DR Congo
Weyn's duiker,Cephalophus weynsi,Artiodactyla,Bovidae,Cephalophini,Cephalophus,weynsi,Cephalophini,Ituri,ITRI,DR Congo
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,Ituri,ITRI,DR Congo
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Avakubi,ITRI,DR Congo
water chevrotain,Hyemoschus aquaticus,Artiodactyla,Tragulidae,,Hyemoschus,aquaticus,Hyemoschus,Ituri,ITRI,DR Congo
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Ituri,ITRI,DR Congo
forest elephant,Loxodonta cyclotis,Proboscidea,Elephantidae,,Loxodonta,cyclotis,Loxodonta,Ituri,ITRI,DR Congo
dwarf antelope,Neotragus batesi,Artiodactyla,Bovidae,Neotragini,Neotragus,batesi,Neotragini,Ituri,ITRI,DR Congo
okapi,Okapia johnstoni,Artiodactyla,Giraffidae,,Okapia,johnstoni,Okapia,Ituri,ITRI,DR Congo
okapi,Okapia johnstoni,Artiodactyla,Giraffidae,,Okapia,johnstoni,Okapia,Ituri,ITRI,DR Congo
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Ituri,ITRI,DR Congo
sitatunga,Tragelaphus spekei,Artiodactyla,Bovidae,Tragelaphini,Tragelaphus,spekei,Tragelaphini,Ituri,ITRI,DR Congo
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,Kibale,KBLE,Uganda
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,Kibale,KBLE,Uganda
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,Kibale,KBLE,Uganda
Peter's duiker,Cephalophus callipygus,Artiodactyla,Bovidae,Cephalophini,Cephalophus,callipygus,Cephalophini,Kibale,KBLE,Uganda
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,Kibale,KBLE,Uganda
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,Kibale,KBLE,Uganda
blue duiker,Philantomba monticola,Artiodactyla,Bovidae,Cephalophini,Philantomba,monticola,Cephalophini,Kibale,KBLE,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Kibale,KBLE,Uganda
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,Kibale,KBLE,Uganda
warthog,Phacochoerus aethiopicus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Kibale,KBLE,Uganda
warthog,Phacochoerus africanus,Artiodactyla,Suidae,,Phacochoerus,africanus,Phacochoerus,Kibale,KBLE,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Kibale,KBLE,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Kibale,KBLE,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Kibale,KBLE,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Kibale,KBLE,Uganda
red river hog,Potamochoerus porcus,Artiodactyla,Suidae,,Potamochoerus,porcus,Potamochoerus,Kibale,KBLE,Uganda
